cod6,cod7,nome,idhm,idhm_renda,idhm_longevidade,idhm_educacao,renda_per_capita,gini,pct_pobres,pct_extrema_pobreza,esperanca_vida,pct_analfabetismo_18mais
432237,4322376,UNISTALDA,0.649,0.626,0.804,0.542,392.38,0.47,22.16,9.57,73.25,10.12
432240,4322400,URUGUAIANA,0.744,0.722,0.863,0.661,714.26,0.57,12.23,3.49,76.80,4.33
432250,4322509,VACARIA,0.721,0.740,0.838,0.605,797.86,0.51,6.11,1.66,75.25,5.48
432252,4322525,VALE VERDE,0.646,0.666,0.816,0.497,503.24,0.45,13.88,5.76,73.93,10.96
432253,4322533,VALE DO SOL,0.624,0.681,0.813,0.439,553.23,0.45,14.82,4.18,73.78,6.59
432254,4322541,VALE REAL,0.737,0.739,0.850,0.636,795.41,0.29,0.34,0.06,76.01,3.10
432255,4322558,VANINI,0.757,0.736,0.836,0.704,780.56,0.35,2.44,0.24,75.13,6.73
432260,4322608,VENÂNCIO AIRES,0.712,0.736,0.818,0.600,779.48,0.45,4.27,1.05,74.09,4.89
432270,4322707,VERA CRUZ,0.737,0.738,0.842,0.643,790.95,0.47,5.84,0.92,75.52,4.96
432280,4322806,VERANÓPOLIS,0.773,0.797,0.838,0.692,1141.67,0.47,1.96,0.00,75.29,2.94
432285,4322855,VESPASIANO CORREA,0.723,0.758,0.855,0.584,895.32,0.35,1.03,0.59,76.31,7.54
432290,4322905,VIADUTOS,0.702,0.715,0.864,0.561,683.03,0.42,9.85,2.60,76.81,5.75
432300,4323002,VIAMÃO,0.717,0.720,0.866,0.591,707.05,0.47,7.08,1.85,76.95,4.42
432310,4323101,VICENTE DUTRA,0.638,0.656,0.809,0.489,475.13,0.50,22.62,10.34,73.52,11.80
432320,4323200,VICTOR GRAEFF,0.777,0.774,0.840,0.722,989.66,0.46,2.23,1.17,75.37,2.69
432330,4323309,VILA FLORES,0.742,0.725,0.867,0.650,728.71,0.32,1.73,0.51,77.04,2.19
432335,4323358,VILA LÂNGARO,0.705,0.759,0.839,0.551,902.87,0.47,5.64,3.03,75.34,6.14
432340,4323408,VILA MARIA,0.761,0.791,0.839,0.664,1101.27,0.40,0.71,0.00,75.33,4.51
432345,4323457,VILA NOVA DO SUL,0.662,0.645,0.827,0.544,442.26,0.44,14.24,7.17,74.62,9.64
432350,4323507,VISTA ALEGRE,0.739,0.760,0.842,0.631,905.87,0.57,12.14,5.87,75.53,7.82
432360,4323606,VISTA ALEGRE DO PRATA,0.780,0.809,0.847,0.692,1231.80,0.44,1.27,0.14,75.83,2.65
432370,4323705,VISTA GAÚCHA,0.757,0.774,0.839,0.669,990.13,0.60,6.08,2.11,75.33,6.41
432375,4323754,VITÓRIA DAS MISSÕES,0.655,0.659,0.809,0.526,482.44,0.48,19.74,10.63,73.55,11.99
432377,4323770,WESTFALIA,0.752,0.796,0.849,0.630,1136.67,0.33,0.33,0.00,75.96,2.06
432380,4323804,XANGRI-LÁ,0.735,0.740,0.852,0.630,798.62,0.43,3.20,0.66,76.11,3.51
